PERMNO,date,TICKER,COMNAM,PRC,VOL,RET
10000,03/11/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.31250,1400,0.029851
10000,03/12/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.31250,1400,0.000000
10000,03/13/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,7000,0.028986
10000,03/14/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,2300,0.000000
10000,03/17/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,500,0.000000
10000,03/18/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,1766,0.000000
10000,03/19/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,1500,0.000000
10000,03/20/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,3950,0.000000
10000,03/21/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,3840,0.000000
10000,03/24/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,500,0.000000
10000,03/25/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,6220,0.000000
10000,03/26/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,1900,0.000000
10000,03/27/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.40625,2000,-0.007042
10000,03/31/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.43750,2000,0.007092
10000,04/01/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.31250,530,-0.028169
10000,04/02/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.31250,1600,0.000000
10000,04/03/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.31250,4500,0.000000
10000,04/04/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.31250,22500,0.000000
10000,04/07/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.25000,3000,-0.014493
10000,04/08/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.12500,7000,-0.029412
10000,04/09/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.21875,4900,0.022727
10000,04/10/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.15625,3000,-0.014815
10000,04/11/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.12500,17000,-0.007519
10000,04/14/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.09375,1900,-0.007576
10000,04/15/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.09375,2890,0.000000
10000,04/16/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.09375,1800,0.000000
10000,04/17/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.06250,6310,-0.007634
10000,04/18/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.06250,2450,0.000000
10000,04/21/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.06250,250,0.000000
10000,04/22/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.06250,350,0.000000
10000,04/23/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.06250,3100,0.000000
10000,04/24/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.06250,1000,0.000000
10000,04/25/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.06250,8550,0.000000
10000,04/28/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.09375,1500,0.007692
10000,04/29/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.06250,500,-0.007634
10000,04/30/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.00000,1070,-0.015385
10000,05/01/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.00000,1000,0.000000
10000,05/02/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.96875,3500,-0.007813
10000,05/05/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.89063,500,-0.019685
10000,05/06/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.81250,3500,-0.020080
10000,05/07/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.75000,2300,-0.016393
10000,05/08/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.75000,28100,0.000000
10000,05/09/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.78125,4500,0.008333
10000,05/12/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.21875,10406,0.115702
10000,05/13/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.09375,2950,-0.029630
10000,05/14/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.15625,4900,0.015267
10000,05/15/1986,OMFGA,OPTIMUM MANUFACTURING INC,-4.03125,1800,-0.030075
10000,05/16/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.96875,2370,-0.015504
10000,05/19/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.87500,1770,-0.023622
10000,05/20/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.87500,1366,0.000000
10000,05/21/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.65625,18800,-0.056452
10000,05/22/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.43750,4000,-0.059829
10000,05/23/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.46875,1100,0.009091
10000,05/27/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.46875,3700,0.000000
10000,05/28/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.34375,1800,-0.036036
10000,05/29/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.06250,2000,-0.084112
10000,05/30/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.10938,7000,0.015306
10000,06/02/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.10938,2400,0.000000
10000,06/03/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.18750,14250,0.025126
10000,06/04/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.29688,13400,0.034314
10000,06/05/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.25000,1000,-0.014218
10000,06/06/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.25000,1000,0.000000
10000,06/09/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.17188,1000,-0.024038
10000,06/10/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.01563,3600,-0.049261
10000,06/11/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.93750,7350,-0.025907
10000,06/12/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.90625,1790,-0.010638
10000,06/13/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.96875,11640,0.021505
10000,06/16/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.96875,1500,0.000000
10000,06/17/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.93750,7000,-0.010526
10000,06/18/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.93750,500,0.000000
10000,06/19/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.93750,11592,0.000000
10000,06/20/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.06250,10000,0.042553
10000,06/23/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.06250,0,0.000000
10000,06/24/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.06250,6790,0.000000
10000,06/25/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.06250,1900,0.000000
10000,06/26/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.06250,4150,0.000000
10000,06/27/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.06250,0,0.000000
10000,06/30/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.09375,6000,0.010204
10000,07/01/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.15625,1500,0.020202
10000,07/02/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.21875,11500,0.019802
10000,07/03/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.43750,7200,0.067961
10000,07/07/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.18750,10540,-0.072727
10000,07/08/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.09375,7750,-0.029412
10000,07/09/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.87500,3900,-0.070707
10000,07/10/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.87500,5000,0.000000
10000,07/11/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.90625,200,0.010870
10000,07/14/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.81250,1000,-0.032258
10000,07/15/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.81250,0,0.000000
10000,07/16/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.14063,11500,0.116667
10000,07/17/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.04688,2500,-0.029851
10000,07/18/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.03125,9950,-0.005128
10000,07/21/1986,OMFGA,OPTIMUM MANUFACTURING INC,-3.03125,6850,0.000000
10000,07/22/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.93750,2500,-0.030928
10000,07/23/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.90625,4550,-0.010638
10000,07/24/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.90625,2890,0.000000
10000,07/25/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.78125,1000,-0.043011
10000,07/28/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.78125,0,0.000000
10000,07/29/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.64063,6875,-0.050562
10000,07/30/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.59375,4100,-0.017751
10000,07/31/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.84375,15000,0.096386
10000,08/01/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.62500,2900,-0.076923
10000,08/04/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.62500,300,0.000000
10000,08/05/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.37500,4000,-0.095238
10000,08/06/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.37500,4175,0.000000
10000,08/07/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.37500,2700,0.000000
10000,08/08/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.40625,5150,0.013158
10000,08/11/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.34375,2230,-0.025974
10000,08/12/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.34375,1900,0.000000
10000,08/13/1986,OMFGA,OPTIMUM MANUFACTURING INC,-2.21875,3085,-0.053333
10000,08/14/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.96875,7000,-0.112676
10000,08/15/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.87500,78600,-0.047619
10000,08/18/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.59375,20300,-0.150000
10000,08/19/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,34366,-0.352941
10000,08/20/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,40700,0.000000
10000,08/21/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.21875,46700,0.181818
10000,08/22/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.21875,32500,0.000000
10000,08/25/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.21875,2800,0.000000
10000,08/26/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.15625,2900,-0.051282
10000,08/27/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.15625,1300,0.000000
10000,08/28/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.09375,8300,-0.054054
10000,08/29/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.09375,3000,0.000000
10000,09/02/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,18650,-0.057143
10000,09/03/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.06250,26000,0.030303
10000,09/04/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.06250,18416,0.000000
10000,09/05/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.15625,42100,0.088235
10000,09/08/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.21875,35960,0.054054
10000,09/09/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.28125,15465,0.051282
10000,09/10/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.21875,11050,-0.048780
10000,09/11/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.09375,10200,-0.102564
10000,09/12/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.09375,3700,0.000000
10000,09/15/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.09375,6100,0.000000
10000,09/16/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,3700,-0.057143
10000,09/17/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,3000,0.000000
10000,09/18/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.00000,12000,-0.030303
10000,09/19/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.00000,1800,0.000000
10000,09/22/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.00000,7100,0.000000
10000,09/23/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.96875,8400,-0.031250
10000,09/24/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.96875,3000,0.000000
10000,09/25/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.00000,23300,0.032258
10000,09/26/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.09375,79184,0.093750
10000,09/29/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.01563,7500,-0.071429
10000,09/30/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,18475,0.015385
10000,10/01/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,6500,0.000000
10000,10/02/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,4000,0.000000
10000,10/03/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,25000,0.000000
10000,10/06/1986,OMFGA,OPTIMUM MANUFACTURING INC,-1.03125,6900,0.000000
10000,10/07/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.96875,4000,-0.060606
10000,10/08/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.93750,7450,-0.032258
10000,10/09/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,14625,-0.166667
10000,10/10/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,10000,0.000000
10000,10/13/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,7900,-0.040000
10000,10/14/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,4000,0.000000
10000,10/15/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,34500,0.041667
10000,10/16/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.84375,5146,0.080000
10000,10/17/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.81250,6300,-0.037037
10000,10/20/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,0,-0.038462
10000,10/21/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,1500,0.000000
10000,10/22/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,1000,0.000000
10000,10/23/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,1800,0.000000
10000,10/24/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,12500,0.000000
10000,10/27/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,2000,0.000000
10000,10/28/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,5200,0.000000
10000,10/29/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,0,0.000000
10000,10/30/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,0,0.000000
10000,10/31/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,30000,0.000000
10000,11/03/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,12850,-0.080000
10000,11/04/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,850,0.000000
10000,11/05/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,27000,0.000000
10000,11/06/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,1200,0.000000
10000,11/07/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,500,0.000000
10000,11/10/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,4067,0.000000
10000,11/11/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,10450,0.000000
10000,11/12/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,22500,0.000000
10000,11/13/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,8000,0.043478
10000,11/14/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,600,0.000000
10000,11/17/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,5000,0.000000
10000,11/18/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.78125,7800,0.041667
10000,11/19/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,6000,-0.040000
10000,11/20/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.82813,68700,0.104167
10000,11/21/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.84375,1200,0.018868
10000,11/24/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.84375,8500,0.000000
10000,11/25/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.82813,23850,-0.018519
10000,11/26/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.82813,2221,0.000000
10000,11/28/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.82813,0,0.000000
10000,12/01/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.82813,4300,0.000000
10000,12/02/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.82813,3750,0.000000
10000,12/03/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.81250,2275,-0.018868
10000,12/04/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,7000,-0.076923
10000,12/05/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,11200,0.000000
10000,12/08/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.75000,0,0.000000
10000,12/09/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.71875,13400,-0.041667
10000,12/10/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.67188,5750,-0.065217
10000,12/11/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.65625,9860,-0.023256
10000,12/12/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.59375,90580,-0.095238
10000,12/15/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.64063,24500,0.078947
10000,12/16/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.62500,3000,-0.024390
10000,12/17/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.56250,15000,-0.100000
10000,12/18/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.56250,500,0.000000
10000,12/19/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.53125,1500,-0.055556
10000,12/22/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.50000,12640,-0.058824
10000,12/23/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.50000,100300,0.000000
10000,12/24/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.50000,1640,0.000000
10000,12/26/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,800,-0.062500
10000,12/29/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,0,0.000000
10000,12/30/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.51563,12500,0.100000
10000,12/31/1986,OMFGA,OPTIMUM MANUFACTURING INC,-0.51563,1000,0.000000
10000,01/02/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.51563,0,0.000000
10000,01/05/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,15400,-0.090909
10000,01/06/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,7200,0.000000
10000,01/07/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,0,0.000000
10000,01/08/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,7900,0.000000
10000,01/09/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,1000,0.000000
10000,01/12/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,0,0.000000
10000,01/13/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,0,0.000000
10000,01/14/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,0,0.000000
10000,01/15/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,3100,0.000000
10000,01/16/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,500,0.000000
10000,01/19/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,0,0.000000
10000,01/20/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,0,0.000000
10000,01/21/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,1850,0.000000
10000,01/22/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,4850,0.000000
10000,01/23/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.46875,22000,0.000000
10000,01/26/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.42188,110000,-0.100000
10000,01/27/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,0,-0.037037
10000,01/28/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,0,0.000000
10000,01/29/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,650,0.000000
10000,01/30/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,900,0.000000
10000,02/02/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,400,0.000000
10000,02/03/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,1000,0.000000
10000,02/04/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,1000,0.000000
10000,02/05/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,0,0.000000
10000,02/06/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,3061,0.000000
10000,02/09/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,7661,0.000000
10000,02/10/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,8100,0.000000
10000,02/11/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,0,0.000000
10000,02/12/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,60,0.000000
10000,02/13/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,0,0.000000
10000,02/17/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,500,0.000000
10000,02/18/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.40625,0,0.000000
10000,02/19/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.43750,1000,0.076923
10000,02/20/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.43750,5450,0.000000
10000,02/23/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.43750,0,0.000000
10000,02/24/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.43750,0,0.000000
10000,02/25/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.43750,0,0.000000
10000,02/26/1987,OMFGA,OPTIMUM MANUFACTURING INC,-0.43750,0,0.000000
